Name,Gender,LastLetter,LastTwoLetter,FirstLetter
Kanad,1,d,ad,K
Lumbika,2,a,ka,L
Nayana,2,a,na,N
Nirmalya,1,a,ya,N
Radheya,1,a,ya,R
Kusumanjali,2,i,li,K
Sarala,2,a,la,S
Soorat,2,t,at,S
Arivumadhi,1,i,hi,A
Rehmat,1,t,at,R
Satyavati,2,i,ti,S
Chitta,1,a,ta,C
Kamya,2,a,ya,K
Kalindi,2,i,di,K
Manasi,2,i,si,M
Abhijvala,1,a,la,A
Subbarao,1,o,ao,S
Indradhwaja Samabahudharini,2,i,ni,I
Kularanjan,1,n,an,K
Japa,1,a,pa,J
Balaji,1,i,ji,B
Yadavaprakasa,1,a,sa,Y
Gandhali,2,i,li,G
Selvakumaran,1,n,an,S
Harimanti,2,i,ti,H
Amil,1,l,il,A
Manuj,1,j,uj,M
Patmanjari,2,i,ri,P
Ucchal,2,l,al,U
Kaanan,1,n,an,K
Swetaketu,1,u,tu,S
Lakshmikanta,1,a,ta,L
Yajnesh,1,h,sh,Y
Jaabir,1,r,ir,J
Kapil,1,l,il,K
Arham,1,m,am,A
Bansilal,1,l,al,B
Anwesha,2,a,ha,A
Anchita,2,a,ta,A
Laksha,2,a,ha,L
Kalapriya,1,a,ya,K
Vrajesh,1,h,sh,V
Trishna,2,a,na,T
Bala,2,a,la,B
Harilal,1,l,al,H
Akul,1,l,ul,A
Sarakshi,2,i,hi,S
Shriram,1,m,am,S
Vyanjana,2,a,na,V
Arijit,1,t,it,A
Kuberchand,1,d,nd,K
Sulekh,1,h,kh,S
Savar,1,r,ar,S
Nadia,2,a,ia,N
Ratan,1,n,an,R
Shatrunjay,1,y,ay,S
Chandraja,2,a,ja,C
Minu,2,u,nu,M
Ganaraj,1,j,aj,G
Kusuma,2,a,ma,K
Perumal,1,l,al,P
Shridhar,1,r,ar,S
Latafat,1,t,at,L
Achal,1,l,al,A
Timirbaran,1,n,an,T
Kankana,2,a,na,K
Fawaz,1,z,az,F
Pulak,2,k,ak,P
Gool,2,l,ol,G
Ekisha,2,a,ha,E
Danna,2,a,na,D
Dulal,1,l,al,D
Malavika,2,a,ka,M
Thinakaran,1,n,an,T
Yaamoli,2,i,li,Y
Deepak,1,k,ak,D
Aarini,2,i,ni,A
Karunashankar,1,r,ar,K
Khyati,2,i,ti,K
Krishna,1,a,na,K
Mahendra,1,a,ra,M
Sarika,2,a,ka,S
Parvati,2,i,ti,P
Mrityunjay,1,y,ay,M
Basanti,2,i,ti,B
Sanket,1,t,et,S
Aishwarya,2,a,ya,A
Kapish,1,h,sh,K
Devya,1,a,ya,D
Sadeepan,1,n,an,S
Nakula,2,a,la,N
Vajresh,1,h,sh,V
Manda,2,a,da,M
Patralekha,2,a,ha,P
Yudhajit,1,t,it,Y
Enakshi,2,i,hi,E
Nandini,2,i,ni,N
Suparna,1,a,na,S
Atreyi,2,i,yi,A
Pulak,1,k,ak,P
Tana,1,a,na,T
Nalinaksha,1,a,ha,N
Amit,1,t,it,A
Pragyawati,2,i,ti,P
Kashi,2,i,hi,K
Pranaya,2,a,ya,P
Palanisami,1,i,mi,P
Harigopal,1,l,al,H
Niral,1,l,al,N
Mahabahu,1,u,hu,M
Hafiza,2,a,za,H
Shivesh,1,h,sh,S
Hrishikesh,1,h,sh,H
Yogisa,1,a,sa,Y
"Janamejay, Janardan",1,n,an,J
Nayonika,2,a,ka,N
Parthapratim,1,m,im,P
Agharna,1,a,na,A
Gaurang,1,g,ng,G
Thooyavan,1,n,an,T
Anuga,2,a,ga,A
Prachetas,1,s,as,P
Sharika,2,a,ka,S
Rasna,2,a,na,R
Irya,1,a,ya,I
Mehbooba,2,a,ba,M
"Chintan, Chintana, Chintanika",2,a,ka,C
Tara,2,a,ra,T
Vasundhara,2,a,ra,V
Naitik,1,k,ik,N
Jaidev,1,v,ev,J
Maliha,2,a,ha,M
Saatatya,1,a,ya,S
Bimal,1,l,al,B
Rima,2,a,ma,R
Avinashi,2,i,hi,A
Jagadev,1,v,ev,J
Kalap,1,p,ap,K
Mahakali,2,i,li,M
Jawahar,1,r,ar,J
Kushanu,1,u,nu,K
Shejali,2,i,li,S
Reena,2,a,na,R
Rangith,1,h,th,R
Dhwani,1,i,ni,D
Kunjana,2,a,na,K
Sahay,1,y,ay,S
Hussain,1,n,in,H
Ruma,2,a,ma,R
Vivekananda,1,a,da,V
Uttara,2,a,ra,U
Ibha,2,a,ha,I
Mandra,2,a,ra,M
Sadhika,2,a,ka,S
Lajwati,2,i,ti,L
Tuhina,2,a,na,T
Abhisoka,1,a,ka,A
Olichudar,2,r,ar,O
Nilasha,2,a,ha,N
Kailashnath,1,h,th,K
Eshwardutt,1,t,tt,E
"Jogindra, Joginder",1,r,er,J
Sohalia,2,a,ia,S
Meeta,2,a,ta,M
Edha,2,a,ha,E
Ahilan,1,n,an,A
Kirti,2,i,ti,K
Lily,2,y,ly,L
Purandhri,2,i,ri,P
Samika,2,a,ka,S
Muktananda,1,a,da,M
Prithviraj,1,j,aj,P
Kuja,2,a,ja,K
Idhant,1,t,nt,I
Harishankar,1,r,ar,H
Anasuya,2,a,ya,A
Syon,1,n,on,S
Vrajabala,2,a,la,V
Anala,2,a,la,A
Manya,2,a,ya,M
Kanakavathi,2,i,hi,K
Ruth,2,h,th,R
Archana,2,a,na,A
